name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Quezon City,2017-12-15,30.0,22.8,26.1,30.4,22.8,26.3,18.3,63.4,0.0,0.0,0.0,,0.0,0.0,20.6,9.2,14.0,1010.8,66.2,5.7,174.2,14.9,6.0,,2017-12-15T06:12:57,2017-12-15T17:28:46,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-16,28.0,21.9,25.3,28.8,21.9,25.6,18.3,65.8,0.0,0.0,0.0,,0.0,0.0,25.1,11.4,348.7,1010.0,71.6,5.8,80.5,7.0,4.0,,2017-12-16T06:13:30,2017-12-16T17:29:12,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-17,29.0,24.1,26.1,30.3,24.1,26.5,19.5,67.2,0.06,100.0,12.5,rain,0.0,0.0,30.0,17.1,10.1,1008.8,73.9,5.8,99.8,8.7,4.0,,2017-12-17T06:14:02,2017-12-17T17:29:39,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-18,26.9,23.6,24.9,31.5,23.6,25.1,23.8,94.2,9.295,100.0,33.33,rain,0.0,0.0,25.3,9.3,6.6,1009.2,78.6,5.5,80.4,7.0,4.0,,2017-12-18T06:14:34,2017-12-18T17:30:06,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-19,29.0,24.0,25.8,36.7,24.0,27.3,24.8,94.6,19.091,100.0,20.83,rain,0.0,0.0,17.9,9.1,327.6,1010.4,70.9,5.5,138.2,12.0,6.0,,2017-12-19T06:15:05,2017-12-19T17:30:34,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-20,31.9,23.7,26.8,36.7,23.7,29.1,24.6,88.8,5.133,100.0,16.67,rain,0.0,0.0,26.2,9.1,15.6,1012.3,71.9,5.8,175.7,15.3,6.0,,2017-12-20T06:15:36,2017-12-20T17:31:02,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-21,30.0,24.9,26.7,33.2,24.9,28.3,23.4,83.2,0.531,100.0,20.83,rain,0.0,0.0,30.4,13.8,24.4,1012.8,67.4,5.8,138.0,11.9,6.0,,2017-12-21T06:16:06,2017-12-21T17:31:31,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-22,30.1,25.0,26.9,33.3,25.0,28.3,22.5,77.5,0.413,100.0,20.83,rain,0.0,0.0,30.4,11.4,23.2,1011.0,59.5,5.8,175.2,15.1,6.0,,2017-12-22T06:16:36,2017-12-22T17:32:01,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-23,29.7,24.4,26.9,34.5,24.4,29.4,24.3,86.3,0.437,100.0,20.83,rain,0.0,0.0,28.4,10.3,42.1,1008.5,71.3,5.8,160.7,13.9,6.0,,2017-12-23T06:17:06,2017-12-23T17:32:32,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-24,33.3,24.6,28.2,38.0,24.6,31.2,24.1,80.4,0.497,100.0,4.17,rain,0.0,0.0,19.5,12.7,66.9,1009.3,52.2,5.7,162.0,14.2,6.0,,2017-12-24T06:17:34,2017-12-24T17:33:03,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-25,32.1,23.8,28.2,35.8,23.8,30.3,23.1,76.2,0.0,0.0,0.0,,0.0,0.0,21.3,14.8,60.9,1010.2,45.1,5.9,195.2,16.9,7.0,,2017-12-25T06:18:02,2017-12-25T17:33:34,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-26,30.0,24.7,27.1,37.3,24.7,29.9,24.5,86.4,1.806,100.0,25.0,rain,0.0,0.0,25.7,7.0,17.6,1011.3,71.4,5.7,110.5,9.4,5.0,,2017-12-26T06:18:30,2017-12-26T17:34:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-27,28.0,24.9,26.1,33.5,24.9,27.6,25.2,94.5,4.494,100.0,20.83,rain,0.0,0.0,22.8,8.0,25.9,1012.1,78.4,5.6,125.2,10.9,5.0,,2017-12-27T06:18:57,2017-12-27T17:34:39,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-28,30.9,23.4,27.0,34.5,23.4,28.5,22.9,79.6,0.046,100.0,16.67,rain,0.0,0.0,24.2,12.8,57.0,1012.5,60.4,5.8,71.0,6.2,3.0,,2017-12-28T06:19:23,2017-12-28T17:35:12,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-29,29.0,23.5,26.3,31.4,23.5,27.3,21.9,77.4,0.0,0.0,0.0,,0.0,0.0,23.3,10.2,49.0,1013.2,54.5,5.8,186.9,16.2,7.0,,2017-12-29T06:19:48,2017-12-29T17:35:45,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-30,29.9,22.6,26.0,31.4,22.6,26.7,20.6,72.7,0.0,0.0,0.0,,0.0,0.0,29.8,12.8,52.6,1012.7,55.6,5.8,195.3,16.9,7.0,,2017-12-30T06:20:13,2017-12-30T17:36:19,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2017-12-31,30.0,21.6,25.8,32.5,21.6,26.5,20.6,74.6,0.0,0.0,0.0,,0.0,0.0,23.7,11.2,32.9,1011.7,37.2,5.9,188.1,16.4,7.0,,2017-12-31T06:20:36,2017-12-31T17:36:53,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-01,29.0,21.7,26.2,31.7,21.7,27.4,20.6,72.0,0.0,0.0,0.0,,0.0,0.0,20.6,13.7,46.9,1010.5,67.2,5.4,49.2,3.2,3.0,,2018-01-01T06:20:59,2018-01-01T17:37:27,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-02,29.0,23.0,26.5,35.0,23.0,27.6,20.8,71.5,0.001,100.0,4.17,rain,0.0,0.0,33.6,16.0,56.8,1010.0,85.8,5.8,73.4,4.9,4.0,,2018-01-02T06:21:21,2018-01-02T17:38:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-03,29.9,24.2,26.6,32.0,24.2,27.5,20.8,71.0,0.001,100.0,4.17,rain,0.0,0.0,26.8,14.9,46.2,1010.8,83.8,5.8,118.5,10.3,6.0,,2018-01-03T06:21:42,2018-01-03T17:38:36,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-04,31.0,23.5,27.1,34.5,23.5,28.9,22.7,77.8,0.001,100.0,4.17,rain,0.0,0.0,23.3,14.8,61.9,1011.3,65.3,5.8,153.9,13.1,6.0,,2018-01-04T06:22:03,2018-01-04T17:39:11,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-05,32.5,23.8,28.0,36.7,23.8,30.6,23.7,78.8,0.0,0.0,0.0,,0.0,0.0,14.1,13.6,54.4,1010.6,72.8,5.8,143.9,12.3,5.0,,2018-01-05T06:22:22,2018-01-05T17:39:46,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-06,33.0,25.5,28.5,35.1,25.5,31.0,22.0,68.8,0.0,0.0,0.0,,0.0,0.0,20.1,12.6,70.2,1010.9,73.3,5.8,154.9,13.4,6.0,,2018-01-06T06:22:40,2018-01-06T17:40:21,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-07,32.0,24.3,27.3,36.8,24.3,29.5,23.4,80.2,3.729,100.0,4.17,rain,0.0,0.0,14.8,6.8,14.6,1011.8,65.1,5.6,167.9,14.6,6.0,,2018-01-07T06:22:58,2018-01-07T17:40:56,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-08,32.0,23.8,27.7,37.9,23.8,30.6,24.5,83.8,16.694,100.0,4.17,rain,0.0,0.0,13.0,11.3,49.1,1011.9,49.1,5.8,171.3,14.7,6.0,,2018-01-08T06:23:14,2018-01-08T17:41:31,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-09,32.0,23.8,28.1,35.9,23.8,30.6,23.4,77.5,0.0,0.0,0.0,,0.0,0.0,13.2,11.3,53.7,1012.3,43.4,5.8,201.1,17.5,7.0,,2018-01-09T06:23:29,2018-01-09T17:42:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-10,31.0,23.4,27.6,35.5,23.4,30.1,23.6,79.7,0.005,100.0,4.17,rain,0.0,0.0,18.6,9.1,57.0,1012.5,53.1,5.8,184.2,15.7,7.0,,2018-01-10T06:23:44,2018-01-10T17:42:42,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-11,29.6,24.7,27.0,31.4,24.7,28.0,20.3,67.5,0.0,0.0,0.0,,0.0,0.0,28.4,8.0,41.0,1012.2,74.5,5.9,168.5,14.7,7.0,,2018-01-11T06:23:57,2018-01-11T17:43:17,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-12,29.0,24.2,26.3,29.9,24.2,26.7,18.4,62.7,0.0,0.0,0.0,,0.0,0.0,37.1,15.9,63.8,1013.0,76.1,5.9,181.4,15.7,8.0,,2018-01-12T06:24:09,2018-01-12T17:43:52,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-13,30.0,23.2,26.3,30.8,23.2,26.6,18.0,60.9,0.0,0.0,0.0,,0.0,0.0,38.3,19.5,59.6,1013.3,64.0,5.8,190.3,16.6,8.0,,2018-01-13T06:24:21,2018-01-13T17:44:27,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-14,30.0,22.0,26.1,31.3,22.0,26.6,19.3,67.1,0.0,0.0,0.0,,0.0,0.0,29.8,15.8,57.8,1012.7,67.8,5.8,103.8,9.0,5.0,,2018-01-14T06:24:31,2018-01-14T17:45:02,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-15,31.0,22.9,26.6,32.4,22.9,27.2,20.0,68.8,0.0,0.0,0.0,,0.0,0.0,21.7,10.1,51.9,1011.1,69.0,5.8,178.3,15.4,7.0,,2018-01-15T06:24:40,2018-01-15T17:45:36,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-16,29.2,23.2,26.2,32.0,23.2,27.0,21.9,78.1,10.407,100.0,12.5,rain,0.0,0.0,24.6,6.2,357.3,1009.5,81.5,5.7,119.1,10.2,6.0,,2018-01-16T06:24:47,2018-01-16T17:46:10,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-17,28.9,23.1,25.7,33.4,23.1,26.8,23.8,90.0,15.846,100.0,12.5,rain,0.0,0.0,22.6,11.3,47.1,1009.3,91.8,5.3,73.2,6.4,5.0,,2018-01-17T06:24:54,2018-01-17T17:46:44,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-18,31.9,23.3,27.3,37.3,23.3,30.0,24.1,83.6,0.002,100.0,4.17,rain,0.0,0.0,21.3,10.3,21.6,1010.7,73.5,5.8,179.9,15.5,7.0,,2018-01-18T06:25:00,2018-01-18T17:47:18,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-19,30.0,24.4,27.0,32.0,24.4,28.1,22.0,76.4,0.463,100.0,12.5,rain,0.0,0.0,22.4,11.4,63.9,1011.5,84.7,5.8,197.5,17.0,8.0,,2018-01-19T06:25:04,2018-01-19T17:47:52,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-20,32.0,24.1,27.3,34.1,24.1,28.2,21.0,70.5,0.0,0.0,0.0,,0.0,0.0,21.5,10.4,58.6,1010.0,63.1,5.8,145.6,12.7,7.0,,2018-01-20T06:25:08,2018-01-20T17:48:25,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-21,31.0,23.5,27.1,35.4,23.5,29.1,23.3,80.6,0.002,100.0,4.17,rain,0.0,0.0,15.2,10.3,50.3,1009.8,68.5,5.8,186.3,15.8,7.0,,2018-01-21T06:25:10,2018-01-21T17:48:58,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-22,30.0,24.3,27.3,36.0,24.3,29.8,23.8,82.2,0.39,100.0,12.5,rain,0.0,0.0,10.3,10.2,57.3,1009.1,63.5,5.8,178.3,15.5,6.0,,2018-01-22T06:25:11,2018-01-22T17:49:30,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-23,30.2,23.3,27.1,34.4,23.3,29.2,23.1,79.9,0.464,100.0,4.17,rain,0.0,0.0,10.5,12.4,26.0,1009.0,47.5,5.9,207.0,17.8,8.0,,2018-01-23T06:25:11,2018-01-23T17:50:03,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-24,29.0,22.4,26.1,34.5,22.4,28.1,23.8,87.5,14.485,100.0,16.67,rain,0.0,0.0,16.3,8.1,29.1,1008.4,65.5,5.7,151.3,13.0,6.0,,2018-01-24T06:25:10,2018-01-24T17:50:34,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-25,32.0,23.5,27.5,35.8,23.5,29.4,23.1,79.1,0.371,100.0,4.17,rain,0.0,0.0,17.9,11.4,47.0,1008.7,57.3,5.9,170.6,14.8,6.0,,2018-01-25T06:25:07,2018-01-25T17:51:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-26,31.0,23.3,27.6,36.1,23.3,30.3,23.3,78.5,0.928,100.0,4.17,rain,0.0,0.0,18.6,13.6,2.4,1008.6,66.9,5.8,166.6,14.4,6.0,,2018-01-26T06:25:04,2018-01-26T17:51:36,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-27,27.0,24.0,25.3,31.1,24.0,25.6,24.6,96.3,9.24,100.0,25.0,rain,0.0,0.0,36.0,10.2,46.6,1009.6,97.2,5.4,33.1,2.8,3.0,,2018-01-27T06:24:59,2018-01-27T17:52:07,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-28,28.5,23.9,26.2,32.6,23.9,27.3,23.0,83.2,0.004,100.0,4.17,rain,0.0,0.0,18.6,11.4,73.2,1010.0,91.5,5.8,116.5,9.8,8.0,,2018-01-28T06:24:53,2018-01-28T17:52:37,0.38,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-01-29,31.0,23.1,26.8,34.6,23.1,28.3,22.3,78.1,1.863,100.0,4.17,rain,0.0,0.0,8.9,8.1,25.9,1010.1,54.0,5.8,169.9,14.6,6.0,,2018-01-29T06:24:46,2018-01-29T17:53:06,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-30,31.0,23.5,26.8,34.4,23.5,28.1,22.4,78.0,0.009,100.0,4.17,rain,0.0,0.0,25.1,9.2,31.6,1010.7,66.5,5.6,198.9,17.4,7.0,,2018-01-30T06:24:38,2018-01-30T17:53:35,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-01-31,28.1,23.3,26.0,31.5,23.3,27.4,23.3,85.4,0.011,100.0,4.17,rain,0.0,0.0,14.1,9.1,34.0,1012.2,64.5,5.8,145.7,12.6,7.0,,2018-01-31T06:24:29,2018-01-31T17:54:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-02-01,31.0,22.8,27.0,34.8,22.8,28.8,22.5,77.9,0.0,0.0,0.0,,0.0,0.0,11.6,10.1,349.0,1011.9,51.5,5.8,193.4,16.7,6.0,,2018-02-01T06:24:18,2018-02-01T17:54:31,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-02-02,30.0,23.3,27.0,34.8,23.3,28.3,22.1,75.6,0.0,0.0,0.0,,0.0,0.0,16.3,10.2,1.2,1012.3,43.6,5.9,189.7,16.6,7.0,,2018-02-02T06:24:07,2018-02-02T17:54:58,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-02-03,29.0,22.3,26.0,30.8,22.3,26.6,21.0,75.4,0.0,0.0,0.0,,0.0,0.0,23.0,8.0,37.6,1012.6,60.0,5.8,202.9,17.7,7.0,,2018-02-03T06:23:54,2018-02-03T17:55:25,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-02-04,30.3,22.4,26.4,31.8,22.4,27.2,20.6,71.8,0.0,0.0,0.0,,0.0,0.0,28.9,11.3,345.9,1012.1,70.9,5.8,203.4,17.6,8.0,,2018-02-04T06:23:41,2018-02-04T17:55:51,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-02-05,29.5,23.6,26.1,31.7,23.6,27.0,21.5,76.7,0.464,100.0,4.17,rain,0.0,0.0,26.4,12.8,353.3,1012.5,81.0,5.8,214.6,18.8,8.0,,2018-02-05T06:23:26,2018-02-05T17:56:17,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-02-06,29.3,22.5,25.3,30.6,22.5,25.7,19.4,70.8,0.0,0.0,0.0,,0.0,0.0,19.7,15.0,359.6,1011.9,72.3,5.8,201.6,17.4,8.0,,2018-02-06T06:23:10,2018-02-06T17:56:42,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-02-07,28.9,21.2,25.4,31.3,21.2,26.0,21.2,78.4,0.185,100.0,4.17,rain,0.0,0.0,19.7,7.9,6.1,1010.8,69.4,5.8,188.8,16.4,7.0,,2018-02-07T06:22:53,2018-02-07T17:57:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-02-08,29.1,22.6,25.3,30.4,22.6,25.5,21.1,79.1,0.002,100.0,4.17,rain,0.0,0.0,24.2,10.2,328.3,1009.6,69.1,5.7,213.2,18.2,8.0,,2018-02-08T06:22:35,2018-02-08T17:57:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-02-09,30.0,21.3,26.0,32.3,21.3,27.1,21.1,75.8,0.0,0.0,0.0,,0.0,0.0,21.9,10.1,297.6,1009.9,46.8,5.8,178.9,15.5,6.0,,2018-02-09T06:22:16,2018-02-09T17:57:54,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-02-10,30.1,25.0,26.8,33.2,25.0,28.2,22.9,79.8,0.0,0.0,0.0,,0.0,0.0,11.9,8.0,289.2,1011.2,78.5,5.8,190.5,16.6,7.0,,2018-02-10T06:21:56,2018-02-10T17:58:17,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-02-11,29.5,25.0,27.1,35.6,25.0,29.8,24.4,85.9,0.378,100.0,8.33,rain,0.0,0.0,15.4,9.0,349.4,1012.2,75.4,5.7,168.2,14.5,7.0,,2018-02-11T06:21:36,2018-02-11T17:58:39,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-02-12,31.7,25.0,27.7,34.4,25.0,29.7,22.9,76.5,0.0,0.0,0.0,,0.0,0.0,28.0,10.2,24.9,1013.8,67.0,5.8,199.4,17.3,8.0,,2018-02-12T06:21:14,2018-02-12T17:59:00,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-02-13,30.9,24.9,27.2,32.3,24.9,27.8,20.4,67.5,0.0,0.0,0.0,,0.0,0.0,37.4,16.9,55.7,1014.5,70.1,5.8,206.3,17.9,7.0,,2018-02-13T06:20:51,2018-02-13T17:59:22,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-02-14,29.5,24.7,26.6,31.9,24.7,27.6,21.2,73.1,0.001,100.0,4.17,rain,0.0,0.0,28.4,8.0,22.9,1014.0,80.6,5.8,154.5,13.3,6.0,,2018-02-14T06:20:27,2018-02-14T17:59:42,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-02-15,33.0,24.3,28.3,38.0,24.3,30.8,23.2,74.9,0.0,0.0,0.0,,0.0,0.0,15.9,13.7,55.7,1013.2,64.6,5.8,189.2,16.5,7.0,,2018-02-15T06:20:02,2018-02-15T18:00:02,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-02-16,33.0,23.7,28.8,38.0,23.7,31.9,23.5,75.1,0.0,0.0,0.0,,0.0,0.0,8.9,11.3,73.1,1011.9,34.8,5.8,218.1,19.1,8.0,,2018-02-16T06:19:37,2018-02-16T18:00:21,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
Quezon City,2018-02-17,33.0,24.5,28.8,38.0,24.5,32.0,23.6,75.5,0.0,0.0,0.0,,0.0,0.0,11.9,12.7,45.4,1011.5,48.0,5.9,256.7,22.2,9.0,,2018-02-17T06:19:10,2018-02-17T18:00:40,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
Quezon City,2018-02-18,32.3,23.1,28.2,36.8,23.1,30.3,22.3,72.2,0.0,0.0,0.0,,0.0,0.0,18.1,11.3,65.6,1012.4,38.8,5.9,201.6,17.3,6.0,,2018-02-18T06:18:43,2018-02-18T18:00:58,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,98425099999"
